Column1;Date;Close/Last;Volume;Open;High;Low
54;16/04/2024;24078;2907000;23991;24148;23792
55;15/04/2024;23830;3366080;23694;24043;23402
56;12/04/2024;23741;4630750;23894;24488;23506
57;11/04/2024;23727;2474440;23517;23956;23431
58;10/04/2024;23484;3423430;23724;23781;23371
59;09/04/2024;23624;2701530;23581;23845;23557
60;08/04/2024;23510;2761040;23436;23725;23217
61;05/04/2024;23454;2814390;23095;23500;22862
62;04/04/2024;23085;2279560;23210;23253;22987
63;03/04/2024;23150;2457090;23017;23218;22857
64;02/04/2024;22818;2665580;22727;23019;22671
65;01/04/2024;22571;2147060;22592;22864;22491
66;28/03/2024;22384;2400350;22157;22569;22075
67;27/03/2024;22127;1833430;22005;22183;21937
68;26/03/2024;21772;1979850;21730;22006;21683
69;25/03/2024;21764;2017000;21666;21825;21644
70;22/03/2024;21600;2005250;21834;21880;21584
71;21/03/2024;21847;3784410;21902;22253;21682
72;20/03/2024;21610;2263020;21614;21922;21523
73;19/03/2024;21597;1708020;21640;21663;21502
74;18/03/2024;21643;2071640;21599;21672;21492
75;15/03/2024;21615;1829120;21662;21769;21587
76;14/03/2024;21675;2022530;21795;21813;21570
77;13/03/2024;21808;2077530;21636;21856;21613
78;12/03/2024;21661;2918920;21891;21908;21562
79;11/03/2024;21886;2160260;21876;21955;21809
80;08/03/2024;21855;3555680;21666;22030;21612
81;07/03/2024;21652;2373530;21567;21722;21517
82;06/03/2024;21582;3059920;21364;21607;21319
83;05/03/2024;21419;2721440;21233;21505;21185
84;04/03/2024;21263;3108120;20916;21284;20881
85;01/03/2024;20957;3159780;20528;20971;20470
86;29/02/2024;20547;2181220;20438;20594;20360
87;28/02/2024;20427;1321190;20397;20474;20334
88;27/02/2024;20441;1423020;20412;20491;20381
89;26/02/2024;20389;1247200;20442;20468;20341
90;23/02/2024;20494;2018450;20341;20532;20254
91;22/02/2024;20307;1445250;20365;20455;20293
92;21/02/2024;20343;1176150;20362;20435;20309
93;20/02/2024;20398;1962100;20277;20427;20239
94;16/02/2024;20241;1555390;20161;20272;20066
95;15/02/2024;20149;1977160;20048;20202;20018
96;14/02/2024;20043;1844840;20063;20088;19964
97;13/02/2024;20072;2013690;20337;20473;20028
98;12/02/2024;20330;1117850;20382;20418;20254
99;09/02/2024;20387;1091270;20497;20519;20343
100;08/02/2024;20479;1333050;20510;20538;20346
101;07/02/2024;20517;1206860;20526;20613;20464
102;06/02/2024;20514;1217420;20414;20553;20388
103;05/02/2024;20429;1634750;20579;20591;20308
104;02/02/2024;20537;2108780;20720;20747;20442
105;01/02/2024;20711;2531210;20579;20832;20464
106;31/01/2024;20674;2258280;20553;20746;20488
107;30/01/2024;20509;2083570;20515;20680;20471
108;29/01/2024;20254;1478940;20244;20372;20188
109;26/01/2024;20173;1176540;20210;20281;20156
110;25/01/2024;20178;1892390;20148;20256;20040
111;24/01/2024;20160;2276270;20307;20379;20117
112;23/01/2024;20258;1538270;20232;20393;20208
113;22/01/2024;20222;1419630;20318;20341;20174
114;19/01/2024;20293;1660780;20274;20419;20222
115;18/01/2024;20216;1670130;20091;20256;20077
116;17/01/2024;20065;2451940;20317;20361;20046
117;16/01/2024;20302;2779950;20534;20628;20276
118;12/01/2024;20516;2509460;20332;20673;20331
119;11/01/2024;20192;2706240;20294;20561;20173
120;10/01/2024;20278;1836250;20360;20462;20259
121;09/01/2024;20330;1946100;20345;20486;20319
122;08/01/2024;20335;1993250;20526;20533;20227
123;05/01/2024;20498;2088610;20514;20711;20308
124;04/01/2024;20500;1255730;20493;20581;20433
125;03/01/2024;20428;2141320;20679;20743;20383
126;02/01/2024;20734;1499260;20727;20881;20643
127;29/12/2023;20718;1027410;20761;20841;20676
128;28/12/2023;20835;1264110;20895;20982;20746
129;27/12/2023;20931;1240210;20793;20958;20728
130;26/12/2023;20698;764920;20660;20805;20651
131;22/12/2023;20691;1622920;20612;20830;20582
132;21/12/2023;20513;1151840;20444;20580;20433
133;20/12/2023;20477;1193940;20538;20569;20406
134;19/12/2023;20521;1300310;20411;20610;20348
135;18/12/2023;20405;1374360;20333;20480;20295
136;15/12/2023;20357;1665650;20513;20596;20292
137;14/12/2023;20449;2227760;20432;20629;20391
138;13/12/2023;19973;1837800;19951;20433;19879
139;12/12/2023;19932;1402570;19978;20125;19923
140;11/12/2023;19937;1514090;20200;20237;19912
141;08/12/2023;20145;2278310;20457;20504;20106
142;07/12/2023;20464;1655660;20434;20572;20366
143;06/12/2023;20479;1501920;20378;20534;20353
144;05/12/2023;20363;2020030;20490;20596;20276
145;04/12/2023;20422;3686880;20944;20928;20384
146;01/12/2023;20897;2308770;20565;20957;20526
147;30/11/2023;20572;1436050;20654;20674;20512
148;29/11/2023;20671;1894940;20620;20727;20559
149;28/11/2023;20400;1729680;20143;20441;20115
150;27/11/2023;20124;2474110;20025;20189;20014
151;24/11/2023;20030;2112520;19912;20045;19909
152;22/11/2023;19928;1940930;20003;20083;19886
153;21/11/2023;20016;2238730;19800;20098;19799
154;20/11/2023;19803;1720460;19809;19878;19672
155;17/11/2023;19847;1295200;19842;19836;19825
156;16/11/2023;19873;1829350;19630;19845;19839
157;15/11/2023;19643;1389560;19669;19792;19588
158;14/11/2023;19665;1748440;19503;19753;19388
159;13/11/2023;19502;1649850;19434;19535;19356
160;10/11/2023;19377;2101580;19641;19656;19369
161;09/11/2023;19698;1855740;19555;19715;19483
162;08/11/2023;19578;1703670;19753;19775;19532
163;07/11/2023;19735;2004820;19848;19852;19628
164;06/11/2023;19886;1425150;19994;19915;19842
165;03/11/2023;19992;2111540;19935;20119;19893
166;02/11/2023;19935;1504760;19920;19992;19863
167;01/11/2023;19875;1900940;19933;20059;19782
168;31/10/2023;19943;2059510;20056;20177;19874
169;30/10/2023;20056;1778340;20135;20124;19997
170;27/10/2023;19985;2069320;19950;20197;19864
171;26/10/2023;19974;2085970;19912;20037;19816
172;25/10/2023;19949;2356990;19827;19986;19736
173;24/10/2023;19861;1915860;19841;19890;19700
174;23/10/2023;19878;2049590;19877;19909;19826
175;20/10/2023;19944;2791620;19880;20092;19837
176;19/10/2023;19805;2536900;19601;19902;19570
177;18/10/2023;19683;2610640;19367;19758;19359
178;17/10/2023;19357;1594300;19333;19445;19246
179;16/10/2023;19343;1747420;19413;19430;19212
180;13/10/2023;19415;2985610;18817;19462;18815
181;12/10/2023;18830;1580890;18881;18983;18806
182;11/10/2023;18873;1629140;18737;18909;18717
183;10/10/2023;18753;1528650;18754;18791;18661
184;09/10/2023;18643;1834510;18610;18773;18575
185;06/10/2023;18452;2245440;18343;18490;18235
186;05/10/2023;18318;1636800;18376;18435;18262
187;04/10/2023;18348;1872670;18387;18468;18316
188;03/10/2023;18415;2081100;18449;18493;18309
189;02/10/2023;18472;1915990;18644;18647;18427
190;29/09/2023;18661;2347560;18823;18967;18623
191;28/09/2023;18786;2173530;18933;18968;18745
192;27/09/2023;18909;2211390;19188;19217;18903
193;26/09/2023;19198;2021050;19351;19355;19172
194;25/09/2023;19366;1555170;19447;19468;19338
195;22/09/2023;19456;1351930;19396;19491;19396
196;21/09/2023;19396;2182110;19520;19522;19331
197;20/09/2023;19671;2127310;19530;19689;19486
198;19/09/2023;19537;1268710;19553;19589;19509
199;18/09/2023;19534;1345290;19457;19557;19438
200;15/09/2023;19462;1953420;19325;19524;19312
201;14/09/2023;19328;1962200;19307;19345;19217
202;13/09/2023;19325;1562090;19352;19384;19272
203;12/09/2023;19351;1550340;19456;19475;19299
204;11/09/2023;19472;1287500;19433;19476;19446
205;08/09/2023;19427;1362350;19438;19540;19408
206;07/09/2023;19425;1140970;19422;19479;19403
207;06/09/2023;19442;1452710;19515;19545;19400
208;05/09/2023;19526;1879350;19667;19726;19506
209;01/09/2023;19671;1582690;19664;19802;19607
210;31/08/2023;19659;1259450;19702;19749;19655
211;30/08/2023;19730;1383980;19660;19771;19628
212;29/08/2023;19651;1693330;19481;19665;19417
213;28/08/2023;19468;1135650;19440;19542;19401
214;25/08/2023;19399;1637330;19449;19504;19310
215;24/08/2023;19471;1337270;19449;19513;19392
216;23/08/2023;19481;1623150;19268;19497;19262
217;22/08/2023;19260;1262260;19240;19332;19175
218;21/08/2023;19230;1354150;19184;19279;19136
219;18/08/2023;19165;1103370;19192;19260;19159
220;17/08/2023;19152;1467700;19224;19335;19142
221;16/08/2023;19283;1247660;19331;19382;19220
222;15/08/2023;19352;1615120;19394;19443;19275
223;14/08/2023;19440;1175140;19456;19482;19342
224;11/08/2023;19466;1190900;19449;19536;19427
225;10/08/2023;19489;1638050;19477;19635;19444
226;09/08/2023;19506;1307390;19593;19661;19472
227;08/08/2023;19599;1385810;19715;19728;19565
228;07/08/2023;19700;1011700;19776;19817;19661
229;04/08/2023;19396;2900;19349;19450;19200
230;03/08/2023;19320;7730;19342;19365;19280
231;02/08/2023;19374;6520;19484;19536;19332
232;01/08/2023;19407;6880;19649;19654;19408
233;31/07/2023;19705;10250;19592;19716;19500
234;28/07/2023;19604;227050;19455;19622;19442
235;27/07/2023;19457;1923700;19733;19826;19417
236;26/07/2023;19701;2044840;19663;19799;19632
237;25/07/2023;19637;1825630;19570;19671;19516
238;24/07/2023;19622;1935720;19636;19698;19553
239;21/07/2023;19666;1525400;19721;19759;19588
240;20/07/2023;19709;1865600;19800;19898;19677
241;19/07/2023;19804;1559750;19825;19846;19733
242;18/07/2023;19808;2569700;19583;19883;19581
243;17/07/2023;19564;1619630;19586;19636;19490
244;14/07/2023;19644;1911500;19652;19678;19547
245;13/07/2023;19638;2191330;19627;19685;19566
246;12/07/2023;19617;2509820;19380;19651;19375
247;11/07/2023;19371;1748420;19308;19445;19298
248;10/07/2023;19310;1951090;19307;19337;19180
249;07/07/2023;19325;2081130;19166;19411;19154
250;06/07/2023;19154;2265270;19224;19340;19085
251;05/07/2023;19271;2429430;19291;19429;19221
252;03/07/2023;19295;1501760;19278;19399;19177
253;30/06/2023;19294;1748770;19164;19308;19081
254;29/06/2023;19179;2002680;19165;19213;19006
255;28/06/2023;19222;1551190;19231;19261;19114
256;27/06/2023;19238;1770060;19327;19403;19198
257;26/06/2023;19338;1454190;19363;19434;19311
258;23/06/2023;19296;1812730;19235;19490;19195
259;22/06/2023;19237;1651830;19433;19451;19220
260;21/06/2023;19449;1765550;19480;19504;19293
261;20/06/2023;19477;2443670;19707;19718;19408
262;16/06/2023;19712;1576360;19703;19804;19654
263;15/06/2023;19707;2585590;19557;19728;19361
264;14/06/2023;19689;1957050;19572;19739;19525
265;13/06/2023;19586;1943860;19714;19859;19530
266;12/06/2023;19697;1191210;19756;19814;19631
267;09/06/2023;19772;1276180;19805;19878;19710
268;08/06/2023;19786;1868110;19562;19857;19552
269;07/06/2023;19584;1861540;19800;19865;19554
270;06/06/2023;19655;1640;19608;19650;19588
271;05/06/2023;19580;7130;19475;19619;19378
272;02/06/2023;19524;3560;19771;19825;19474
273;01/06/2023;19780;7500;19632;19830;19543
274;31/05/2023;19639;57100;19582;19730;19530
275;30/05/2023;19580;378380;19427;19626;19310
276;26/05/2023;19443;1630260;19417;19571;19360
277;25/05/2023;19437;2470780;19595;19654;19390
278;24/05/2023;19646;2258890;19773;19879;19584
279;23/05/2023;19745;2074330;19739;19800;19558
280;22/05/2023;19772;1619970;19794;19811;19734
281;19/05/2023;19816;2287200;19605;19874;19563
282;18/05/2023;19598;2215940;19856;19888;19544
283;17/05/2023;19849;2002510;19930;19970;19781
284;16/05/2023;19930;2242030;20213;20227;19891
285;15/05/2023;20227;1592520;20134;20275;20112
286;12/05/2023;20198;2141110;20205;20278;20057
287;11/05/2023;20205;2758460;20368;20476;20167
288;10/05/2023;20371;2428390;20416;20560;20283
289;09/05/2023;20429;1819490;20284;20451;20264
290;08/05/2023;20332;1640880;20246;20371;20220
291;05/05/2023;20248;2612520;20580;20613;20070
292;04/05/2023;20557;3041060;20547;20854;20385
293;03/05/2023;20370;2235000;20264;20500;20160
294;02/05/2023;20233;2382780;19905;20288;19869
295;01/05/2023;19922;1695450;20002;20154;19857
296;28/04/2023;19991;1669350;19972;20041;19844
297;27/04/2023;19990;1980560;19998;20133;19820
298;26/04/2023;19960;2311100;20077;20202;19937
299;25/04/2023;20045;2141070;19994;20145;19862
300;24/04/2023;19998;1368540;19920;20015;19844
301;21/04/2023;19905;2057000;20161;20168;19823
302;20/04/2023;20191;1589150;20077;20242;20022
303;19/04/2023;20073;2142730;20179;20203;19809
304;18/04/2023;20197;1607160;20079;20246;20033
305;17/04/2023;20070;1786310;20141;20280;19934
306;14/04/2023;20158;2595810;20547;20616;20060
307;13/04/2023;20553;1906410;20295;20634;20283
308;12/04/2023;20249;2207980;20191;20439;20157
309;11/04/2023;20190;1229020;20070;20225;20037
310;10/04/2023;20038;1332040;20086;20215;19965
311;06/04/2023;20264;1454010;20371;20377;20165
312;05/04/2023;20209;5250;20221;20338;20136
313;04/04/2023;20222;8110;19846;20271;19790
314;03/04/2023;19839;7370;19681;19917;19500
315;31/03/2023;19690;9570;19813;19868;19680
316;30/03/2023;19803;99790;19659;19844;19549
317;29/03/2023;19669;879110;19754;19760;19595
318;28/03/2023;19735;1816410;19578;19771;19499
319;27/03/2023;19538;2023210;19826;19840;19450
320;24/03/2023;19838;2762990;19961;20065;19777
321;23/03/2023;19959;2570400;19740;20061;19673
322;22/03/2023;19496;2401550;19435;19823;19365
323;21/03/2023;19411;2429140;19831;19887;19386
324;20/03/2023;19997;660380;20086;20317;19870
325;17/03/2023;19902;634330;19427;20104;19391
326;16/03/2023;19230;2429830;19228;19380;19115
327;15/03/2023;19313;3767750;19082;19425;18895
328;14/03/2023;19109;2544420;19194;19194;18998
329;13/03/2023;19165;4262620;18771;19195;18757
330;10/03/2023;18672;3196960;18351;18743;18300
331;09/03/2023;18346;2077020;18180;18394;18154
332;08/03/2023;18186;1869480;18180;18287;18134
333;07/03/2023;18200;2254790;18526;18569;18171
334;06/03/2023;18524;1309940;18610;18643;18506
335;03/03/2023;18546;1525350;18421;18644;18420
336;02/03/2023;18405;1354930;18438;18453;18359
337;01/03/2023;18454;1795010;18340;18525;18296
338;28/02/2023;18367;1752220;18239;18386;18108
339;27/02/2023;18249;1271380;18180;18273;18120
340;24/02/2023;18171;1629610;18297;18351;18155
341;23/02/2023;18268;1741520;18347;18412;18248
342;22/02/2023;18415;1379550;18437;18550;18319
343;21/02/2023;18425;2052560;18505;18564;18390
344;17/02/2023;18502;1611540;18457;18531;18277
345;16/02/2023;18518;1635210;18465;18549;18366
346;15/02/2023;18453;1655700;18651;18709;18393
347;14/02/2023;18654;2098310;18641;18816;18525
348;13/02/2023;18635;1273430;18767;18772;18608
349;10/02/2023;18745;1501440;18735;18835;18635
350;09/02/2023;18785;1778740;18883;19023;18702
351;08/02/2023;18907;1262600;18851;18989;18814
352;07/02/2023;18848;1729460;18803;18972;18775
353;06/02/2023;18795;1587610;18780;18940;18732
354;03/02/2023;18766;2966690;19263;19324;18745
355;02/02/2023;19308;2429310;19671;19752;19256
356;01/02/2023;19428;2050370;19440;19708;19361
357;31/01/2023;19453;1890460;19386;19469;19155
358;30/01/2023;19392;1343620;19440;19501;19362
359;27/01/2023;19456;1424480;19458;19521;19330
360;26/01/2023;19467;1277360;19650;19665;19351
361;25/01/2023;19594;815440;19552;19663;19375
362;24/01/2023;19522;823560;19489;19605;19350
363;23/01/2023;19454;556960;19480;19533;19292
364;20/01/2023;19282;1610730;19337;19390;19220
365;19/01/2023;19239;2044700;19070;19369;19020
366;18/01/2023;19070;2097820;19111;19298;18986
367;17/01/2023;19099;2536930;19238;19318;19062
368;13/01/2023;19217;2267500;18988;19253;18951
369;12/01/2023;18988;2434970;18797;19065;18724
370;11/01/2023;18789;2017610;18813;18909;18709
371;10/01/2023;18765;1501150;18757;18852;18720
372;09/01/2023;18778;1838690;18728;18864;18693
373;06/01/2023;18697;2081870;18359;18752;18352
374;05/01/2023;18406;1778510;18612;18643;18299
375;04/01/2023;18590;1937600;18452;18713;18420
376;03/01/2023;18461;2068180;18318;18566;18313
377;30/12/2022;18262;1039260;18218;18324;18198
378;29/12/2022;18260;1032830;18123;18273;18112
379;28/12/2022;18158;1107050;18224;18228;18042
380;27/12/2022;18231;1561890;18082;18419;18080
381;23/12/2022;18042;1004130;18010;18122;17989
382;22/12/2022;17953;1689890;18238;18293;17927
383;21/12/2022;18239;1032690;18279;18338;18213
384;20/12/2022;18254;1918230;17968;18324;17937
385;19/12/2022;17977;840870;18016;18086;17932
386;16/12/2022;18002;1263600;17869;18042;17839
387;15/12/2022;17878;1796530;18187;18197;17820
388;14/12/2022;18187;1404900;18226;18254;18062
389;13/12/2022;18255;2227250;17923;18369;17918
390;12/12/2022;17923;1053140;18080;18093;17890
391;09/12/2022;18107;1453720;18019;18190;18001
392;08/12/2022;18015;1117610;17995;18069;17932
393;07/12/2022;17980;1496000;17833;18032;17805
394;06/12/2022;17824;1233440;17808;17932;17791
395;05/12/2022;17813;1759050;18105;18229;17781
396;02/12/2022;18096;1771520;18170;18187;17918
397;01/12/2022;18152;2192460;17831;18184;17829
398;30/11/2022;17599;1831770;17634;17842;17582
399;29/11/2022;17637;1255010;17546;17734;17529
400;28/11/2022;17553;1269380;17711;17785;17533
401;25/11/2022;17688;622380;17652;17760;17606
402;23/11/2022;17604;721540;17556;17697;17335
403;22/11/2022;17548;577640;17554;17658;17524
404;21/11/2022;17546;649120;17666;17697;17488
405;18/11/2022;17690;296950;17776;17845;17640
406;17/11/2022;17630;1645530;17770;17776;17566
407;16/11/2022;17758;1918700;17820;17882;17734
408;15/11/2022;17747;2768280;17740;17918;17702
409;14/11/2022;17742;1840220;17694;17784;17558
410;11/11/2022;17742;1826460;17583;17756;17503
411;10/11/2022;17537;2848650;17097;17606;17055
412;09/11/2022;17158;2216270;17152;17258;17051
413;08/11/2022;17160;2769960;16780;17204;16671
414;07/11/2022;16805;1704910;16786;16856;16700
415;04/11/2022;16857;2795250;16317;16864;16311
416;03/11/2022;16377;2416480;16391;16432;16183
417;02/11/2022;16510;2154450;16514;16731;16374
418;01/11/2022;16364;1931780;16361;16603;16336
419;31/10/2022;16483;1244450;16472;16485;16345
420;28/10/2022;16483;1865190;16672;16709;16407
421;27/10/2022;16688;1805990;16688;16748;16585
422;26/10/2022;16692;1834530;16577;16794;16538
423;25/10/2022;16580;1787060;16545;16668;16412
424;24/10/2022;16541;1674480;16629;16755;16480
425;21/10/2022;16563;2659850;16324;16631;16211
426;20/10/2022;16368;1597970;16346;16503;16263
427;19/10/2022;16342;1725510;16572;16598;16322
429;17/10/2022;16640;1443740;16499;16743;16491
432;12/10/2022;16775;1276890;16734;16851;16680
433;11/10/2022;16860;1660650;16756;16913;16675
434;10/10/2022;16752;1526260;17034;17074;16725
435;07/10/2022;17093;1538130;17210;17228;16984
436;06/10/2022;17209;1343330;17255;17342;17148
437;05/10/2022;17208;1680000;17344;17366;17088
438;04/10/2022;17305;1994260;17084;17387;17040
439;03/10/2022;17020;2078580;16705;17104;16665
440;30/09/2022;16720;1731440;16695;16844;16675
441;29/09/2022;16686;1966330;16690;16731;16493
442;28/09/2022;16700;2709520;16365;16716;16222
443;27/09/2022;16362;1925650;16292;16501;16287
444;26/09/2022;16334;2138730;16510;16572;16277
445;23/09/2022;16556;2365700;16801;16850;16466
446;22/09/2022;16811;2324070;16828;16935;16633
447;21/09/2022;16757;2219020;16732;16969;16613
448;20/09/2022;16711;1407650;16849;16888;16681
449;19/09/2022;16782;1383360;16854;16888;16676
450;16/09/2022;16835;2095060;16737;16899;16619
451;15/09/2022;16773;2570010;17072;17078;16689
452;14/09/2022;17091;1597970;17116;17173;17033
453;13/09/2022;17174;2289660;17360;17429;17067
454;12/09/2022;17406;1525880;17284;17464;17223
455;09/09/2022;17286;1515760;17196;17405;17194
456;08/09/2022;17202;1823020;17295;17394;17137
457;07/09/2022;17278;1696900;17129;17312;17017
458;06/09/2022;17129;2020210;17242;17374;17106
459;02/09/2022;17226;1711400;17078;17295;17059
460;01/09/2022;17093;1925320;17230;17230;16991
461;31/08/2022;17262;1695490;17355;17380;17206
462;30/08/2022;17363;1260180;17498;17528;17329
463;29/08/2022;17497;1518380;17484;17579;17314
464;26/08/2022;17498;1696540;17718;17723;17462
465;25/08/2022;17714;1145390;17644;17788;17630
466;24/08/2022;17615;1114050;17613;17695;17548
467;23/08/2022;17612;1406030;17500;17675;17431
468;22/08/2022;17484;1378830;17606;17621;17402
469;19/08/2022;17629;1337140;17731;17733;17591
470;18/08/2022;17712;1196860;17771;17863;17688
471;17/08/2022;17767;1345210;17908;17966;17739
472;16/08/2022;17897;905140;17955;17980;17854
473;15/08/2022;17981;1343610;18189;18189;17876
474;12/08/2022;18155;1146000;18052;18191;17996
475;11/08/2022;18072;1152210;18079;18149;17986
476;10/08/2022;18137;1515840;18115;18246;18033
477;09/08/2022;18123;1176890;18055;18170;17994
478;08/08/2022;18052;1014770;17903;18064;17869
479;05/08/2022;17912;1641730;18077;18116;17802
480;04/08/2022;18069;1462080;17821;18120;17794
481;03/08/2022;17764;1470850;17773;17894;17700
482;02/08/2022;17897;1694960;17892;18050;17760
483;01/08/2022;17877;1314630;17825;17925;17743
484;29/07/2022;17818;1368930;17731;17846;17684
485;28/07/2022;17692;1868130;17514;17744;17504
486;27/07/2022;17375;1140580;17331;17582;17270
487;26/07/2022;17357;844670;17359;17443;17296
488;25/07/2022;17371;738730;17440;17525;17309
489;22/07/2022;17453;704820;17353;17559;17298
490;21/07/2022;17313;565320;17115;17373;16961
491;20/07/2022;17177;473290;17270;17304;17078
492;19/07/2022;17281;234190;17252;17342;17207
493;18/07/2022;17102;1444090;17064;17220;17044
494;15/07/2022;17036;1722400;17082;17142;16966
495;14/07/2022;17058;2423010;17336;17348;16950
496;13/07/2022;17355;2694770;17236;17443;17045
497;12/07/2022;17248;2304480;17313;17422;17216
498;11/07/2022;17317;1518020;17415;17430;17290
499;08/07/2022;17423;1669390;17387;17517;17260
500;07/07/2022;17397;1430280;17372;17482;17347
501;06/07/2022;17365;2490790;17642;17715;17307
502;05/07/2022;17639;2930940;18144;18152;17630
503;01/07/2022;18015;2386510;18081;18136;17834
504;30/06/2022;18073;1967880;18192;18268;18025
505;29/06/2022;18175;1477610;18214;18349;18107
506;28/06/2022;18212;1038120;18236;18309;18191
507;27/06/2022;18248;1354960;18396;18428;18218
508;24/06/2022;18303;1342830;18242;18337;18177
509;23/06/2022;18298;1592590;18397;18291;18240
510;22/06/2022;18384;1424280;18349;18503;18245
511;21/06/2022;18388;1718310;18406;18484;18307
512;17/06/2022;18406;1379670;18593;18615;18361
513;16/06/2022;18499;1737200;18358;18602;18163
514;15/06/2022;18196;1982650;18097;18454;18084
515;14/06/2022;18135;1553760;18209;18333;18061
516;13/06/2022;18318;2435120;18790;18825;18190
517;10/06/2022;18755;2586830;18504;18796;18265
518;09/06/2022;18528;1239460;18551;18578;18419
519;08/06/2022;18565;1100220;18550;18624;18466
520;07/06/2022;18521;1151250;18435;18582;18385
521;06/06/2022;18437;957420;18537;18612;18430
522;03/06/2022;18502;1105020;18726;18786;18497
523;02/06/2022;18714;1231960;18499;18744;18465
524;01/06/2022;18487;1525680;18400;18530;18302
525;31/05/2022;18484;1913760;18565;18679;18376
526;27/05/2022;18573;1199970;18551;18669;18519
527;26/05/2022;18539;883450;18579;18590;18425
528;25/05/2022;18525;959960;18712;18727;18450
529;24/05/2022;18714;692250;18586;18750;18539
530;23/05/2022;18539;575860;18509;18704;18497
531;20/05/2022;18484;405220;18474;18540;18373
532;19/05/2022;18478;367820;18213;18545;18149
533;18/05/2022;18224;333010;18202;18293;18117
534;17/05/2022;18189;1347580;18239;18348;18110
535;16/05/2022;18140;1565210;18094;18260;17850
536;13/05/2022;18082;1721270;18214;18276;17972
537;12/05/2022;18246;2304550;18523;18588;18201
538;11/05/2022;18537;2193350;18366;18578;18306
539;10/05/2022;18410;2351220;18539;18647;18345
540;09/05/2022;18586;1945200;18837;18856;18510
541;06/05/2022;18828;1656270;18775;18940;18650
542;05/05/2022;18757;2122060;18841;19107;18723
543;04/05/2022;18688;1559720;18683;18920;18611
544;03/05/2022;18706;1611500;18636;18784;18497
545;02/05/2022;18636;1860520;18962;19004;18534
546;29/04/2022;19117;1695900;18958;19213;18935
547;28/04/2022;18913;1669790;18868;18978;18709
548;27/04/2022;18887;1687590;19074;19081;18816
549;26/04/2022;19041;1591980;18998;19122;18963
550;25/04/2022;18960;2221750;19319;19355;18918
551;22/04/2022;19343;1723350;19531;19578;19280
552;21/04/2022;19482;1497000;19600;19601;19380
553;20/04/2022;19556;1360170;19527;19609;19410
554;19/04/2022;19590;1760330;19812;19851;19455
555;18/04/2022;19864;1354910;19785;20030;19744
556;14/04/2022;19749;1369060;19816;19840;19627
557;13/04/2022;19847;1283530;19705;19858;19663
558;12/04/2022;19761;1672670;19574;19827;19530
559;11/04/2022;19482;1791150;19496;19746;19429
560;08/04/2022;19456;1385210;19343;19522;19304
561;07/04/2022;19378;1196720;19281;19417;19233
562;06/04/2022;19231;1490650;19276;19376;19162
563;05/04/2022;19275;1427360;19373;19489;19209
564;04/04/2022;19340;1060620;19271;19416;19182
565;01/04/2022;19237;1297700;19424;19445;19214
566;31/03/2022;19540;1437560;19373;19550;19230
567;30/03/2022;19390;1332010;19240;19434;19201
568;29/03/2022;19180;2073310;19272;19344;18932
569;28/03/2022;19447;1065630;19625;19652;19207
570;25/03/2022;19598;601370;19632;19704;19482
571;24/03/2022;19677;652180;19489;19725;19429
572;23/03/2022;19426;481410;19263;19539;19207
573;22/03/2022;19267;461650;19410;19447;19155
574;21/03/2022;19348;464030;19274;19472;19222
575;18/03/2022;19339;340500;19479;19509;19227
576;17/03/2022;19482;326400;19334;19556;19290
577;16/03/2022;19092;1884710;19201;19301;18952
578;15/03/2022;19297;2087520;19537;19569;19081
579;14/03/2022;19608;1468700;19887;19948;19520
580;11/03/2022;19850;2342580;20003;20040;19606
581;10/03/2022;20004;2799440;19928;20151;19750
582;09/03/2022;19882;3298220;20602;20685;19810
583;08/03/2022;20433;4136240;20010;20788;19858
584;07/03/2022;19959;3455260;19785;20075;19642
585;04/03/2022;19666;2282050;19385;19749;19315
586;03/03/2022;19359;1709940;19317;19446;19231
587;02/03/2022;19223;2210280;19453;19514;19160
588;01/03/2022;19438;2150910;19084;19526;19030
589;28/02/2022;19007;2394160;19210;19352;18922
590;25/02/2022;18876;2209630;19065;19250;18844
591;24/02/2022;19263;4099540;19119;19765;18786
592;23/02/2022;19104;1514170;19012;19129;18911
593;22/02/2022;19074;3232100;19035;19183;18897
594;18/02/2022;18998;1554840;19014;19050;18880
595;17/02/2022;19020;2516800;18720;19040;18697
596;16/02/2022;18715;1363480;18555;18746;18518
597;15/02/2022;18562;2084280;18738;18816;18454
598;14/02/2022;18694;2202920;18622;18765;18519
599;11/02/2022;18421;2324250;18270;18674;18211
600;10/02/2022;18374;2218860;18340;18433;18218
601;09/02/2022;18366;1287350;18270;18371;18255
602;08/02/2022;18279;1381510;18215;18299;18160
603;07/02/2022;18218;1371120;18080;18246;18075
604;04/02/2022;18078;1755210;18054;18158;17921
605;03/02/2022;18041;1687830;18074;18095;17885
606;02/02/2022;18103;1200570;18008;18120;17946
607;01/02/2022;18015;1252280;17989;18097;17962
608;31/01/2022;17964;1346230;17928;18009;17858
609;28/01/2022;17866;2118390;17996;18003;17806
610;27/01/2022;17950;1980300;18214;18238;17927
611;26/01/2022;18320;1464410;18507;18526;18164
612;25/01/2022;18550;715950;18460;18567;18368
613;24/01/2022;18442;1005860;18383;18472;18319
614;21/01/2022;18341;665960;18426;18458;18306
615;20/01/2022;18449;782020;18429;18508;18384
616;19/01/2022;18455;847880;18164;18461;18116
617;18/01/2022;18124;3473050;18187;18229;18047
